newLatitude|newLongitude|oldLatitude|oldLongitude|locationName|UTSCode|locationId|ISOCode|StateInUSA
40.2467738|8.5184217|0.0|0.0|Tresnuraghes|52340|CitItTres52340|IT|
49.3011534|20.0014575|0.0|0.0|Tatra|15455|CitPlTatr15455|PL|
51.7438810|-2.2790280|0.0|0.0|Stonehouse|18855|CitGbSton18855|GB|
